,Unnamed: 0,fullname,id,likes,replies,retweets,text,timestamp,user,date,time,pos,neg,neu,comp
10,10,#NEONews,919785821489598469,0,0,0,"#Malala,Yosif Rai Ki Oxford & #Univarsty Li  Gai Ek, #Tasveer Ne Pore #Social Media Par Dhoom Macha Di.
#ARYNews
_
Follow @ARYTvMedia",2017-10-16T04:43:23,NEOHDNews,2017-10-16,04:43:23,0.0,0.0,1.0,0.0
11,11,Madeena SHreef,919787559177240576,1,0,0,"#Malala,Yosif Rai Ki Oxford &amp; #Univarsty Li  Gai Ek, #Tasveer Ne Pore #Social Media Par Dhoom Macha Di.",2017-10-16T04:50:17,MadeenaShreef,2017-10-16,04:50:17,0.0,0.0,1.0,0.0
12,12,vidyaswaroop saxena,919794821979443201,0,0,0,This viral photo of ‘Malala Yousafzai’ wearing jeans sparks huge online debate,2017-10-16T05:19:09,cheku1941,2017-10-16,05:19:09,0.173,0.0,0.827,0.3182
13,13,vidyaswaroop saxena,919795657212174336,0,0,0,This viral photo of ‘Malala Yousafzai’ wearing jeans sparks huge online debate http://indianexpress.com/article/trending/trending-globally/malala-yousafzai-apparently-wore-jeans-viral-photo-online-debate-4891667/ … via @IndianExpress,2017-10-16T05:22:28,cheku1941,2017-10-16,05:22:28,0.141,0.0,0.859,0.3182
14,14,Shiffa Z. Yousafzai,919799507935727616,2,1,1,Not that I am an advocate of #Malala but lambasting her 4 wearing jeans is SICK. For God sake shes one of us.,2017-10-16T05:37:46,Shiffa_ZY,2017-10-16,05:37:46,0.097,0.204,0.699,-0.5993
15,15,Azhimukham,919806334643552256,0,0,0,മലാല യൂസഫ്‌സായ് ജീന്‍സിട്ടാല്‍ ആര്‍ക്കാണ് പ്രശ്‌നം? https://goo.gl/zAuJ6t  #malalayousafzai #jeans @Malala,2017-10-16T06:04:54,Azhimukham,2017-10-16,06:04:54,0.0,0.0,1.0,0.0
16,16,corina,919811402956705792,1,0,0,"Malala, un vis împlinit - studentă la Oxford! - http://www.catchy.ro/malala-un-vis-implinit-studenta-la-oxford/117683 …",2017-10-16T06:25:02,corin_a,2017-10-16,06:25:02,0.0,0.0,1.0,0.0
17,17,Deborah Kay,919815677963145216,10,0,0,"Malala Yousafzai Nearly Died For Girls’ Education. Today, She Started At Oxford. https://www.huffingtonpost.com/entry/malala-yousafzai-oxford-university_us_59db9a7ce4b0b34afa5b1c0a …",2017-10-16T06:42:01,debbiediscovers,2017-10-16,06:42:01,0.0,0.231,0.769,-0.5574
18,18,John Keys,919819582906519552,0,0,0,"Malala Nearly Died For Girls’ Education. Today, She Started At Oxford.: The women's… https://goo.gl/fb/KEHFcZ ",2017-10-16T06:57:32,Keyzmax,2017-10-16,06:57:32,0.0,0.217,0.783,-0.5574
19,19,Glo gang  ✨,919821596071620608,3,0,0,Malala Yousafzai’s first day as a student at Oxford. http://sixpenceee.com/post/166304148744/malala-yousafzais-first-day-as-a-student-at …,2017-10-16T07:05:32,gloriah_16,2017-10-16,07:05:32,0.0,0.0,1.0,0.0
20,20,Sikandar Ali Hullio,919823902402072576,0,0,0,"A child with Teacher(s) at Oxford, with a Pen and a Book in her hand is going to Change the World. @Malala",2017-10-16T07:14:42,HullioSikandar,2017-10-16,07:14:42,0.151,0.0,0.849,0.4939
21,21,Paula Eveland,919824209488089089,0,0,0,"Malala Nearly Died For Girls’ Education. Today, She Started At Oxford.: The women's… https://goo.gl/fb/1vNujH ",2017-10-16T07:15:55,EvelwonderP,2017-10-16,07:15:55,0.0,0.217,0.783,-0.5574
22,22,WorldNewsOffice,919829115989102592,0,0,0,"Malala Nearly Died For Girls’ Education. Today, She Started At Oxford.: The women's… https://goo.gl/fb/A5q2qx ",2017-10-16T07:35:25,WorldNewsOffice,2017-10-16,07:35:25,0.0,0.217,0.783,-0.5574
23,23, ⬇ ↘ ➡  ✊ = Hadouken,919830188061528064,0,0,0,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling pic.twitter.com/asEToxDAcC,2017-10-16T07:39:41,TheAsifAli,2017-10-16,07:39:41,0.0,0.218,0.782,-0.4201
24,24,Aqeel Gill,919830907900571648,0,0,0,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling http://ift.tt/2gIeTGe pic.twitter.com/rVAoabidmU,2017-10-16T07:42:32,realaqeelgill,2017-10-16,07:42:32,0.0,0.202,0.798,-0.4201
25,25,Aqeel Gill,919832074298777601,0,0,0,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling http://ift.tt/2gIeTGe pic.twitter.com/jnET6Z93zK,2017-10-16T07:47:10,realaqeelgill,2017-10-16,07:47:10,0.0,0.202,0.798,-0.4201
26,26,Khurram Siddiqui,919833099705442304,1,0,0,Malala Nay Jeans Weans Pehan Li Touba Touba,2017-10-16T07:51:15,KhuurramSiddiqi,2017-10-16,07:51:15,0.0,0.0,1.0,0.0
27,27,Khurram Siddiqui,919835293771030528,0,0,0,"18 Crore Members Of Judges Convicted @Malala Yousuf Zai For Wearing Jeans Weans Hayee Touba Toubaa 
@BushraGohar @nadeemmalik @HamidMirPAK",2017-10-16T07:59:58,KhuurramSiddiqi,2017-10-16,07:59:58,0.0,0.0,1.0,0.0
28,28,Yasir Wattoo,919837689125457923,0,3,1,"Many girls in Islamabad , Lahore and Karachi wear jeans, if @Malala has to be criticized, those girls should be too. Do not discriminate her",2017-10-16T08:09:29,yesir786,2017-10-16,08:09:29,0.0,0.098,0.902,-0.3612
29,29,Team Humanity,919840581395681281,0,0,0,#pakistan Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling pic.twitter.com/lDcMNTJ5WS,2017-10-16T08:20:59,waqas_jeee,2017-10-16,08:20:59,0.0,0.202,0.798,-0.4201
30,30,Zia Ul Qamar Abbasi,919842378126692352,0,0,0,hairat ha ap or ap ki party ko Barma k musalmano ka zabah hona nai yad ata lakin malala ki jeans pe criticizam bht jaldi yaad aa jata ha,2017-10-16T08:28:07,Ziaabbasi007,2017-10-16,08:28:07,0.231,0.0,0.769,0.7579
31,31,Revisiting the Salaf,919843822179405824,1,0,0,"the Bakri morality police are going mad as #Malala was in jeans, yet have no issue with Aisha performing ghusl before men & suckling one",2017-10-16T08:33:51,naked_sunnism,2017-10-16,08:33:51,0.0,0.197,0.803,-0.6597
32,32,BreakingNewsPakistan,919844014320336896,0,0,0,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling - https://breakingnewspak.com/malala-yousufzai-bashed-for-oxford-attire-and-its-quite-appalling/ … #Pakistan,2017-10-16T08:34:37,BreakingNewPak,2017-10-16,08:34:37,0.0,0.202,0.798,-0.4201
33,33,SJ,919845598164959232,0,0,0,Pakistanis on FB are discussing the way Malala is dressed when going to Oxford. This is the state of the country,2017-10-16T08:40:55,sjaay,2017-10-16,08:40:55,0.0,0.0,1.0,0.0
34,34,BoxOffice Collection,919847548902363136,1,0,1,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite a #TISNews Click Link- http://tinyurl.com/y926qp29 ,2017-10-16T08:48:40,NewzBoxOffice,2017-10-16,08:48:40,0.0,0.0,1.0,0.0
35,35,BoxOffice Collection,919847548902363136,1,0,1,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite a #TISNews Click Link-http://tinyurl.com/y926qp29 ,2017-10-16T08:48:40,NewzBoxOffice,2017-10-16,08:48:40,0.0,0.0,1.0,0.0
36,36,Tribune Life & Style,919849532791427072,12,8,9,Malala Yousufzai bashed for 'Oxford attire' and it's quite appalling  https://goo.gl/mgPMyi pic.twitter.com/Kky1narZaK,2017-10-16T08:56:33,ETLifeandStyle,2017-10-16,08:56:33,0.0,0.202,0.798,-0.4201
37,37,Aakash Hassan,919851157438177280,0,0,0,This viral photo of ‘Malala Yousafzai’ wearing jeans sparks huge online debate http://indianexpress.com/article/trending/trending-globally/malala-yousafzai-apparently-wore-jeans-viral-photo-online-debate-4891667/ … via @IndianExpress,2017-10-16T09:03:00,Aakashhassan,2017-10-16,09:03:00,0.141,0.0,0.859,0.3182
38,38,Yes-1,919851361180749825,0,0,0, sixpenceee: Malala Yousafzai’s first day as a student at Oxford. https://tmblr.co/Zq6QJn2R1oiZf ,2017-10-16T09:03:49,s1srev_sey,2017-10-16,09:03:49,0.0,0.0,1.0,0.0
39,39,Shama Junejo,919852265284014080,26,12,5,"Let the girl live the way she wants 
This viral photo of ‘Malala Yousafzai’ wearing jeans sparks huge online debate
http://indianexpress.com/article/trending/trending-globally/malala-yousafzai-apparently-wore-jeans-viral-photo-online-debate-4891667/ …",2017-10-16T09:07:24,ShamaJunejo,2017-10-16,09:07:24,0.103,0.0,0.897,0.3182
40,40,Karachi AD Festival,919854336846585856,0,0,0,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling https://tribune.com.pk/story/1532509/malala-yousufzai-bashed-oxford-attire-quite-appalling/ …,2017-10-16T09:15:38,karachiadfest,2017-10-16,09:15:38,0.0,0.218,0.782,-0.4201
41,41,SJ Paderborn,919854974259130369,0,0,0,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling https://tribune.com.pk/story/1532509/malala-yousufzai-bashed-oxford-attire-quite-appalling/ …,2017-10-16T09:18:10,Paderbornersj,2017-10-16,09:18:10,0.0,0.218,0.782,-0.4201
42,42,Umair Khan,919855622157455360,0,0,0,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling https://tribune.com.pk/story/1532509/malala-yousufzai-bashed-oxford-attire-quite-appalling/ …,2017-10-16T09:20:45,Umairuk0322,2017-10-16,09:20:45,0.0,0.218,0.782,-0.4201
43,43,Rima Hasan,919856401517858816,0,1,0,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling https://tribune.com.pk/story/1532509/malala-yousufzai-bashed-oxford-attire-quite-appalling/ …,2017-10-16T09:23:50,RimaHasan12,2017-10-16,09:23:50,0.0,0.218,0.782,-0.4201
44,44,shortheadline,919857278249046017,1,0,0,"The picture of 'Malala Yusufzai' with jeans has been viral, Trolls compared to Mia Khalifa http://shortheadline.com/LifeStyle/The-picture-of-'Malala-Yusufzai'-jeans-has-been-viral,-Trolls-compared-to-Mia-Khalifa/4349#.WeR7b7dSScw.twitter …",2017-10-16T09:27:19,shortheadline,2017-10-16,09:27:19,0.0,0.128,0.872,-0.296
45,45,tuhin,919857524286767105,0,0,0,"People are trolling @Malala for wearing jeans now.
Yes such jobless people exist.",2017-10-16T09:28:18,rjtuhin,2017-10-16,09:28:18,0.184,0.0,0.816,0.4019
46,46,Social Network Newz,919858717541224450,0,0,0,This viral photo of ‘Malala Yousafzai’ wearing jeans sparks huge online debate http://bit.ly/2yNra7g pic.twitter.com/mX0T01yxXx,2017-10-16T09:33:03,SocialNet_Newz,2017-10-16,09:33:03,0.15,0.0,0.85,0.3182
47,47,Czarina Propitious,919861744679489536,6,1,3,"If Malala wearing jeans & jacket is the only thing you can hate on, then Allah help your miserably judgemental soul! Ameen https://twitter.com/twit_bruh/status/919516135795642373 …",2017-10-16T09:45:04,PropitiousOn3,2017-10-16,09:45:04,0.094,0.246,0.66,-0.6588
48,48,Sunny,919862476333879296,0,0,0,Malala in jeans | Malala Yousafzai In Uk In Jeans: http://youtu.be/o3rGJoi91og?a  via @YouTube,2017-10-16T09:47:59,sunnysibghat,2017-10-16,09:47:59,0.0,0.0,1.0,0.0
49,49,Sameer Siddiqui,919863434388426753,5,0,0,Yaar ap intehayi jahel aur beewakuf insan hay agar ap Malala ko jeans phen'nay ki waja se galiyaa derahay hai.,2017-10-16T09:51:47,SenatorSameer,2017-10-16,09:51:47,0.0,0.0,1.0,0.0
50,50,Asfia Afzal,919865723379429376,0,0,0,"#Pakistanis are now bashing #Malala for her #western outfit

#pakistanisbreaktheinternet #LifeNeedsFlavor #Oxford #MalalaYousafzai https://www.brecorder.com/2017/10/16/375006/pakistanis-are-now-bashing-malala-for-her-western-outfit/ …",2017-10-16T10:00:53,Asfia_BR,2017-10-16,10:00:53,0.0,0.0,1.0,0.0
51,51,Rakesh Dhaka,919866198531207169,0,0,0,"Retweeted Pakistan Media Watch (@PakPressWatch):

Express newspaper blasts @Malala for wearing jeans after going... http://fb.me/8ZXmCivJQ ",2017-10-16T10:02:46,FoojiBhai,2017-10-16,10:02:46,0.0,0.0,1.0,0.0
52,52,Shradha Singh,919866794017525760,0,0,1,"Its not her jeans , it's the chauvinistic genes. Really worth discussion???@Malala @MalalaFundhttps://www.indiatimes.com/news/india/unverified-photo-of-malala-yousafzai-wearing-jeans-in-london-sparks-controversy-online-331766.html …",2017-10-16T10:05:08,missgypsyfeet,2017-10-16,10:05:08,0.199,0.0,0.801,0.4084
53,53,missi,919868499966570496,10,0,3,"We love to bash our women,don't we?Whether it's covered wife of Zaid Ali,smoking Mahira or malala in jeans?Our fav time pass as a Nation",2017-10-16T10:11:55,miss_uni_corn,2017-10-16,10:11:55,0.265,0.0,0.735,0.8205
54,54,Ali Mirza,919871381034229761,0,0,0,Ooo jeans,2017-10-16T10:23:22,AliMirz66867199,2017-10-16,10:23:22,0.0,0.0,1.0,0.0
55,55,Naval Singh,919874549776244737,0,0,0,This viral photo of ‘Malala Yousafzai’ wearing jeans sparks huge online debate – The Indian Express http://indianexpress.com/article/trending/trending-globally/malala-yousafzai-apparently-wore-jeans-viral-photo-online-debate-4891667/ …,2017-10-16T10:35:57,navalkishor44,2017-10-16,10:35:57,0.133,0.0,0.867,0.3182
56,56,Sir Jadeja,919874994535989249,389,35,96,Malala Yousafzai Enters #Oxford. Her Dress Is Giving Burnol Moments To #Pakistan. Some Radical Morons Never Grow Up. #MalalaYousafzaipic.twitter.com/fM55FC1T9c,2017-10-16T10:37:43,SirJadeja,2017-10-16,10:37:43,0.111,0.106,0.783,0.0258
57,57,Sushant Kaushal,919875454814711809,0,0,0,@Malala Enters #Oxford. Her Dress Is Giving Burnol Moments To #Pakistan. Some Radical Morons Never Grow Up. #MalalaYousafzaipic.twitter.com/QsigCl6hW7,2017-10-16T10:39:33,Sushant_Kaushal,2017-10-16,10:39:33,0.116,0.111,0.773,0.0258
58,58,#NZvPAK #GeoSuper,919876387368030208,0,0,0,Malala Yousafzai Enters #Oxford. Her Dress Is Giving Burnol Moments To #Pakistan. Some Radical Morons Never Grow U… https://twitter.com/i/web/status/919874994535989249 …,2017-10-16T10:43:15,GeoSuper_PK,2017-10-16,10:43:15,0.111,0.106,0.783,0.0258
59,59,Murtaza Zb  🌐,919876465096888320,0,0,0,"Sad to see some jerks criticizing #Malala for wearing Jeans.. I mean WTF, are we living in Stone Age or Girls don't wear that in #Pakistan?",2017-10-16T10:43:34,murtazazb1,2017-10-16,10:43:34,0.0,0.368,0.632,-0.9049
60,60,Purvi,919877108536659970,0,0,0,Malala Yousafzai Enters #Oxford. Her Dress Is Giving Burnol Moments To #Pakistan. Some Radical Morons Never Grow U… https://twitter.com/i/web/status/919874994535989249 …,2017-10-16T10:46:07,pretty_purvi,2017-10-16,10:46:07,0.111,0.106,0.783,0.0258
61,61,HD Photos,919879191457386496,0,0,0,Viral photos of ‘Malala Yousafzai’ wearing jeans sparks huge online debate http://youtu.be/UIfeAtFFyOQ?a ,2017-10-16T10:54:24,hdphotos4u,2017-10-16,10:54:24,0.173,0.0,0.827,0.3182
62,62,The Best of Media,919880376104861696,0,0,0,This viral photo of ‘Malala Yousafzai’ wearing jeans sparks huge online debate  http://media-scanner.blogspot.in/2017/10/this-viral-photo-of-malala-yousafzai.html …,2017-10-16T10:59:06,rajrishi,2017-10-16,10:59:06,0.161,0.0,0.839,0.3182
63,63,Shunya M,919880890464976897,0,0,0,@Malala in jeans.. relax buddy you have the liberty to wear any dress you desire..,2017-10-16T11:01:09,shunya1718,2017-10-16,11:01:09,0.326,0.0,0.674,0.743
64,64,Aisha,919883753102725120,13,0,9,"*OMG LOOK MALALA WEARING JEANS  *

first of all, shut the hell up. You never accepted her in eastern attire.",2017-10-16T11:12:32,aishaqamar97,2017-10-16,11:12:32,0.0,0.274,0.726,-0.7517
65,65,Marium Soomro,919885751160012802,91,5,39,Malala Yousafzai photographed wearing jeans and all the haters go wild. This mentality is what keeps nations and societies in decline. pic.twitter.com/5ZtuEGwA6p,2017-10-16T11:20:28,Marium_Soomro,2017-10-16,11:20:28,0.0,0.132,0.868,-0.4939
66,66,Adnan Khan,919889291400052737,0,0,0,#Malala 's first day at Oxford. She is dressed properly according to the wishes of her well wishing shooters. pic.twitter.com/fVlZi8Trwf,2017-10-16T11:34:32,adnanwk,2017-10-16,11:34:32,0.248,0.0,0.752,0.5574
67,67,Being Human,919890296267264000,0,0,0,"Mujhe koi acting sekha k phir goli marde mujhe bhi oxford mein parhna hai
#Malala",2017-10-16T11:38:32,insaanidarinda,2017-10-16,11:38:32,0.0,0.0,1.0,0.0
68,68,Terry Khattak,919891859966779392,8,2,0,"Sir, aap jaisay farigh log, dimaghon kay talay khol dain to mulk bilkul theek ho jayay ga. Jeans pehan nay se mulk karab nahin hotay.",2017-10-16T11:44:44,TerryKhattak,2017-10-16,11:44:44,0.0,0.0,1.0,0.0
69,69, 🌟 Maníha Barry  🐾,919894832415461376,1,0,0,"Hamari qoum koi or kaam Nahi hay 
Ab malala ko jeans shirt pehnay peer Judge karay thay 
Pehlay mahiro lo or malala 
Ah  this isn't right",2017-10-16T11:56:33,ManihaAamir,2017-10-16,11:56:33,0.0,0.0,1.0,0.0
70,70,Monik.solanki,919894981338284032,1,0,0,malala in oxford like #harry potter in #hogwords,2017-10-16T11:57:09,MonikSolanki,2017-10-16,11:57:09,0.263,0.0,0.737,0.3612
71,71,The Brief Culture,919896055482855424,0,0,0,Photo of ‘Malala Yousafzai’ wearing jeans sparks huge online debate pic.twitter.com/ANtOzJHTaX,2017-10-16T12:01:25,thebriefculture,2017-10-16,12:01:25,0.187,0.0,0.813,0.3182
72,72,The Brief,919896594509651974,4,1,0,Photo of ‘Malala Yousafzai’ wearing jeans sparks huge online debate pic.twitter.com/YQkht6JUH2,2017-10-16T12:03:33,thebriefintl,2017-10-16,12:03:33,0.187,0.0,0.813,0.3182
73,73,UNT,919897095363895296,0,0,0,Malala Yousafzai was clicked wearing jeans in UK. The internet has snapped already http://www.universalnewstimeline.com/News-Details.aspx?id=21642 …,2017-10-16T12:05:33,UNTimeline,2017-10-16,12:05:33,0.0,0.0,1.0,0.0
74,74,summernation.,919897972292366337,0,0,0,Kind of disappointed to see that Malala's 'Oxford attire' is just regular clothes.,2017-10-16T12:09:02,summeryael,2017-10-16,12:09:02,0.0,0.205,0.795,-0.4767
75,75,Harry Rawcliffe,919900313632542722,8,0,0,Finding out that Malala likes 'Oxford Dank Meme Society' on fb has made my week,2017-10-16T12:18:20,HarryRawcliffe_,2017-10-16,12:18:20,0.167,0.0,0.833,0.4215
76,76,OddNaari,919903437889814530,12,4,7,"Once hailed for getting shot, @Malala is now getting trolled for wearing jeans.
http://www.oddnaari.in/news/story/malala-yousafzai-oxford-jeans-viral-picture-truth-126511-2017-10-16 …",2017-10-16T12:30:45,OddNaari,2017-10-16,12:30:45,0.128,0.0,0.872,0.2263
77,77,Stylist Magazine,919907282900652033,5,0,0,Malala’s message on her first day at Oxford University is both inspirational and emotional https://buff.ly/2wU9IJp pic.twitter.com/78LOgAZvwZ,2017-10-16T12:46:01,StylistMagazine,2017-10-16,12:46:01,0.259,0.0,0.741,0.5994
78,78,South Bay Decor,919908674092650496,0,0,0,Malala’s message on her first day at Oxford University is both inspirational and emotional … pic.twitter.com/zIamp33Ug2,2017-10-16T12:51:33,southbaydecor,2017-10-16,12:51:33,0.274,0.0,0.726,0.5994
79,79,Raza Rashid,919909239342161925,1,0,0,Malala looked cool as fuck in those jeans tbh,2017-10-16T12:53:48,RazaRashid14,2017-10-16,12:53:48,0.18,0.273,0.547,-0.296
80,80,U4UVoice,919909453943603201,0,1,0,"Malala Yousafzai’ caught wearing jeans sparks, see how Twitteratis responded
Read here - http://u4uvoice.com/?p=278327 pic.twitter.com/Ds0v9G6OQl",2017-10-16T12:54:39,U4U_Voice,2017-10-16,12:54:39,0.0,0.0,1.0,0.0
81,81,Afeef Ibn Albra,919909752536264704,0,0,0,"Over Active Pakis On Social Media Berate Malala On Her ""Oxford Attire"" Malala bags the spotlight in modern ‘Oxford… http://ift.tt/2xIZZVT pic.twitter.com/59EgqSrFW2",2017-10-16T12:55:50,ranaalikash,2017-10-16,12:55:50,0.119,0.0,0.881,0.4019
82,82,joenarua,919916859524337664,0,0,0,"Malala postou imagens de três livros de Lógica que está usando em Oxford. Autores: Wilfird Hodges, Graham Priest e Volker Halbach. https://twitter.com/Malala/status/917414203186667520 …",2017-10-16T13:24:05,joedsonff,2017-10-16,13:24:05,0.0,0.0,1.0,0.0
83,83,Syedmajeedullah,919920656535322627,0,0,0,Malala Yousafzai was clicked wearing jeans in UK. The internet has snapped already http://www.timesnownews.com/international/article/malala-yousafzai-birmingham-jeans-uk-oxford-yousafzai-internet-pakistan-taliban-siasat/107687 …,2017-10-16T13:39:10,Syedmajeedulla3,2017-10-16,13:39:10,0.0,0.0,1.0,0.0
84,84,Shah,919920977244491776,0,1,0,I have reservations with respect to Malala role against Pak but wearing jeans in UK is OK I think.,2017-10-16T13:40:26,wasif188ali,2017-10-16,13:40:26,0.284,0.0,0.716,0.714
85,85,Beenish Javed,919921422054641664,6,1,1,".@Malala wear jeans, study hard and live your life to the fullest.. Men stop judjing women on what they wear.. I Love how she wears dupatta",2017-10-16T13:42:12,beenishjaved,2017-10-16,13:42:12,0.141,0.121,0.738,0.3818
86,86,Mohammad Sajid,919922962962239488,2,1,0,Malala mein aisi Kia extra ordinary educational achievement thi ke use oxford Mein admission mil gaya. Another anti Pakistan in making.,2017-10-16T13:48:20,Saj_Qureshi,2017-10-16,13:48:20,0.0,0.255,0.745,-0.7579
87,87,Nadir Osman,919923162145574912,4,0,0,"What a price she had to pay to be at Oxford  ????
Malala from Swat to Oxford, what a Change !",2017-10-16T13:49:07,seraikham,2017-10-16,13:49:07,0.0,0.135,0.865,-0.3923
88,88,Adam N Weinstein,919926724095303681,1,0,2,Urdu language newspaper criticizes Malala's wearing of Western clothes as she walks around Oxford. https://twitter.com/ProfTahirMalik/status/919880066938687493 …,2017-10-16T14:03:17,AdamNoahWho,2017-10-16,14:03:17,0.0,0.146,0.854,-0.34
89,89,SAADIA  🌸,919930737536720896,2,0,1,"Tight Jeans Aur Jacket 
Per Tera Dupatta Sadqey 
Jaon Terey Adha Kilo Musalman Hone Per ... !!! @Malala  pic.twitter.com/PnsQgQrQzC",2017-10-16T14:19:13,Saaditistic,2017-10-16,14:19:13,0.0,0.0,1.0,0.0
90,90,TNSWorld,919934988669411328,1,0,1,Internet goes gaga as Malala was clicked wearing jeans in UK pic.twitter.com/v4b2jMIt2J,2017-10-16T14:36:07,TNSNEWS,2017-10-16,14:36:07,0.0,0.0,1.0,0.0
91,91,jenya751,919937417909547008,0,0,0, pakistanning: reservoirdogs: My brother is in Malala’s course in oxford and he just sent me this from... https://tmblr.co/Z9NpAj2R2Ayjo ,2017-10-16T14:45:46,jeniya13,2017-10-16,14:45:46,0.0,0.0,1.0,0.0
92,92,Saurabh Sahai,919953839544983552,0,0,0,"Twitter reacts to photo of Malala wearing jeans
https://goo.gl/QKYZTV 
-via @inshorts",2017-10-16T15:51:01,ssahaiss,2017-10-16,15:51:01,0.0,0.0,1.0,0.0
93,93,Peshawar,919953916539875328,4,1,1,Malala bashed for ‘Oxford attire’ and it’s quite appalling. Morons shud talk abt her great vision&mission not attire https://tribune.com.pk/story/1532509/malala-yousufzai-bashed-oxford-attire-quite-appalling/ …,2017-10-16T15:51:20,PeshawarKPK,2017-10-16,15:51:20,0.161,0.211,0.628,-0.0699
94,94,faima bakar,919954277182922752,8,0,0,Malala’s backlash at wearing western attire around Oxford. Was she meant to wear the Pakistani flag to uni? Leave the girl alone. https://twitter.com/AtulMhatre13/status/919927493158563840 …,2017-10-16T15:52:46,FaimaBakar,2017-10-16,15:52:46,0.0,0.132,0.868,-0.296
95,95,Pakistan News,919956434124787712,0,0,0,"Malala bags the spotlight in modern 'Oxford attire,' anti-Malala brigade hits back - Daily Times http://ift.tt/2yMNTQW pic.twitter.com/PL1g96ml54",2017-10-16T16:01:20,pakistaninews,2017-10-16,16:01:20,0.0,0.0,1.0,0.0
96,96,Usman Hanif  🌐,919958659546873857,1,1,0,Log chahtay hain woh oxford university mai Pakistani school uniform pehn kar jaye,2017-10-16T16:10:11,second_chapter,2017-10-16,16:10:11,0.0,0.0,1.0,0.0
97,97,Tropical Guru,919959122220548096,0,0,0,I added a video to a @YouTube playlist http://youtu.be/oEs-YF1ZbOY?a  Malala Yousafzai Wearing Jeans || لندن میں ایسے لباس,2017-10-16T16:12:01,tropical_guru,2017-10-16,16:12:01,0.0,0.0,1.0,0.0
98,98,Tropical Guru,919959140449046528,0,0,0,Malala Yousafzai Wearing Jeans || لندن میں ایسے لباس میں تصویر کہ سوشل میڈیا پر ہنگامہ کھڑا,2017-10-16T16:12:05,tropical_guru,2017-10-16,16:12:05,0.0,0.0,1.0,0.0
